
                            < M A T L A B (R) >
                  Copyright 1984-2018 The MathWorks, Inc.
                   R2018a (9.4.0.813654) 64-bit (glnxa64)
                             February 23, 2018

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
connected to 12 workers.
>> >> >> >> >> >> >> >> bgc1d_iteration - cost : 0.0025034
  n=18: (6,12)-CMA-ES(w=[40 25 17 10 6 2]%, mu_eff=3.7) on function bgc1d_fc2minimize_cmaes_parallel
bgc1d_iteration - cost : 0.0028214
bgc1d_iteration - cost : 62500.0225
bgc1d_iteration - cost : 0.0096737
bgc1d_iteration - cost : 0.0026226
bgc1d_iteration - cost : 0.0029857
bgc1d_iteration - cost : 0.0025468
bgc1d_iteration - cost : 0.0025944
bgc1d_iteration - cost : 0.0098399
bgc1d_iteration - cost : 0.0025849
bgc1d_iteration - cost : 0.0024435
bgc1d_iteration - cost : 0.0025795
bgc1d_iteration - cost : 0.0025896
Iterat, #Fevals:   Function Value    (median,worst) |Axis Ratio|idx:Min SD idx:Max SD
    1 ,     13 : 2.4435155888892e-03 +(2e-04,6e+04) | 1.08e+00 | 14:2.8e-01  3:2.9e-01
bgc1d_iteration - cost : 0.0026108
bgc1d_iteration - cost : 0.0027212
bgc1d_iteration - cost : 0.0025206
bgc1d_iteration - cost : 0.0025453
bgc1d_iteration - cost : 0.0038518
bgc1d_iteration - cost : 0.0025236
bgc1d_iteration - cost : 0.0025183
bgc1d_iteration - cost : 0.0026188
bgc1d_iteration - cost : 0.0025794
bgc1d_iteration - cost : 0.017843
bgc1d_iteration - cost : 0.00747
bgc1d_iteration - cost : 0.0025851
    2 ,     25 : 2.5182996870113e-03 +(8e-05,2e-02) | 1.10e+00 | 11:2.7e-01  2:2.8e-01
bgc1d_iteration - cost : 0.0025743
bgc1d_iteration - cost : 0.0025966
bgc1d_iteration - cost : 0.0026236
bgc1d_iteration - cost : 0.0026224
bgc1d_iteration - cost : 0.0024849
bgc1d_iteration - cost : 0.0025784
bgc1d_iteration - cost : 0.00256
bgc1d_iteration - cost : 0.0025962
bgc1d_iteration - cost : 0.002559
bgc1d_iteration - cost : 0.0025784
bgc1d_iteration - cost : 0.0025762
bgc1d_iteration - cost : 0.0024712
bgc1d_iteration - cost : 0.0025973
bgc1d_iteration - cost : 0.0026215
bgc1d_iteration - cost : 0.002582
bgc1d_iteration - cost : 0.0025288
bgc1d_iteration - cost : 0.0026206
bgc1d_iteration - cost : 0.0026083
bgc1d_iteration - cost : 252.0734
bgc1d_iteration - cost : 0.013047
bgc1d_iteration - cost : 0.0024795
bgc1d_iteration - cost : 0.0025248
bgc1d_iteration - cost : 0.015374
bgc1d_iteration - cost : 0.0025558
bgc1d_iteration - cost : 0.0026136
bgc1d_iteration - cost : 0.0026223
bgc1d_iteration - cost : 0.0026214
bgc1d_iteration - cost : 0.0025849
bgc1d_iteration - cost : 0.0026061
bgc1d_iteration - cost : 0.0026193
bgc1d_iteration - cost : 0.0026214
bgc1d_iteration - cost : 0.0026164
bgc1d_iteration - cost : 0.0026221
bgc1d_iteration - cost : 0.0026225
bgc1d_iteration - cost : 0.0026224
bgc1d_iteration - cost : 0.0030115
bgc1d_iteration - cost : 0.0025217
bgc1d_iteration - cost : 0.0025762
bgc1d_iteration - cost : 0.0080773
bgc1d_iteration - cost : 0.0028489
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0065601
bgc1d_iteration - cost : 0.0025848
bgc1d_iteration - cost : 0.0025665
bgc1d_iteration - cost : 0.0025984
bgc1d_iteration - cost : 0.0030042
bgc1d_iteration - cost : 0.0026234
bgc1d_iteration - cost : 0.0025926
bgc1d_iteration - cost : 0.0023669
bgc1d_iteration - cost : 0.012667
bgc1d_iteration - cost : 0.0025774
bgc1d_iteration - cost : 0.0026231
bgc1d_iteration - cost : 0.025168
bgc1d_iteration - cost : 0.0025372
bgc1d_iteration - cost : 0.0028037
bgc1d_iteration - cost : 0.0025803
bgc1d_iteration - cost : 0.0025735
bgc1d_iteration - cost : 0.0025371
bgc1d_iteration - cost : 0.0025723
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0025709
bgc1d_iteration - cost : 0.0025765
bgc1d_iteration - cost : 0.0026153
bgc1d_iteration - cost : 0.0029952
bgc1d_iteration - cost : 0.0025574
bgc1d_iteration - cost : 0.0040398
bgc1d_iteration - cost : 0.0026234
bgc1d_iteration - cost : 0.0025718
bgc1d_iteration - cost : 184960.3138
bgc1d_iteration - cost : 0.0026215
bgc1d_iteration - cost : 0.0025424
bgc1d_iteration - cost : 0.0026018
bgc1d_iteration - cost : 0.0026231
bgc1d_iteration - cost : 0.0025869
bgc1d_iteration - cost : 0.002621
bgc1d_iteration - cost : 0.0056644
bgc1d_iteration - cost : 0.0025975
bgc1d_iteration - cost : 0.0026074
bgc1d_iteration - cost : 0.0025857
bgc1d_iteration - cost : 0.0025807
bgc1d_iteration - cost : 0.002591
bgc1d_iteration - cost : 0.0026074
bgc1d_iteration - cost : 0.0025849
bgc1d_iteration - cost : 0.0025275
bgc1d_iteration - cost : 0.002617
bgc1d_iteration - cost : 0.0025676
bgc1d_iteration - cost : 0.0079703
bgc1d_iteration - cost : 0.0025003
bgc1d_iteration - cost : 0.002558
bgc1d_iteration - cost : 0.0044995
bgc1d_iteration - cost : 0.0025868
bgc1d_iteration - cost : 0.0094428
bgc1d_iteration - cost : 0.002552
bgc1d_iteration - cost : 0.0039215
bgc1d_iteration - cost : 0.0025865
bgc1d_iteration - cost : 0.0026073
bgc1d_iteration - cost : 0.0026235
bgc1d_iteration - cost : 0.002615
bgc1d_iteration - cost : 0.0027693
bgc1d_iteration - cost : 0.0029624
bgc1d_iteration - cost : 0.002551
bgc1d_iteration - cost : 0.0026133
bgc1d_iteration - cost : 0.002623
bgc1d_iteration - cost : 0.0027911
bgc1d_iteration - cost : 0.0026348
bgc1d_iteration - cost : 0.0025314
bgc1d_iteration - cost : 0.0026228
bgc1d_iteration - cost : 0.0029094
bgc1d_iteration - cost : 0.0025944
bgc1d_iteration - cost : 0.0025888
bgc1d_iteration - cost : 0.0025158
bgc1d_iteration - cost : 0.0026218
bgc1d_iteration - cost : 0.023763
bgc1d_iteration - cost : 0.0026001
bgc1d_iteration - cost : 0.0026228
bgc1d_iteration - cost : 0.0025793
bgc1d_iteration - cost : 0.0025958
bgc1d_iteration - cost : 0.002591
bgc1d_iteration - cost : 0.0025942
bgc1d_iteration - cost : 0.0026228
bgc1d_iteration - cost : 0.0025916
bgc1d_iteration - cost : 0.0025783
bgc1d_iteration - cost : 0.0083367
bgc1d_iteration - cost : 0.0025469
bgc1d_iteration - cost : 0.0025175
bgc1d_iteration - cost : 0.0026202
bgc1d_iteration - cost : 0.00259
bgc1d_iteration - cost : 0.0025784
bgc1d_iteration - cost : 0.0025869
bgc1d_iteration - cost : 0.0025936
bgc1d_iteration - cost : 0.0026222
bgc1d_iteration - cost : 0.002587
bgc1d_iteration - cost : 0.0026161
bgc1d_iteration - cost : 0.0025833
bgc1d_iteration - cost : 0.0025939
bgc1d_iteration - cost : 0.0025969
bgc1d_iteration - cost : 0.0025949
bgc1d_iteration - cost : 0.0034701
bgc1d_iteration - cost : 0.0025845
bgc1d_iteration - cost : 0.0026217
bgc1d_iteration - cost : 0.0025745
bgc1d_iteration - cost : 0.0032124
bgc1d_iteration - cost : 0.0048486
bgc1d_iteration - cost : 0.0025771
bgc1d_iteration - cost : 0.00258
bgc1d_iteration - cost : 0.002529
bgc1d_iteration - cost : 0.0026027
bgc1d_iteration - cost : 0.0025731
bgc1d_iteration - cost : 0.0026191
bgc1d_iteration - cost : 0.0025507
bgc1d_iteration - cost : 0.0025599
bgc1d_iteration - cost : 0.0025833
bgc1d_iteration - cost : 0.0035438
bgc1d_iteration - cost : 0.0029615
bgc1d_iteration - cost : 0.0025715
bgc1d_iteration - cost : 0.0025481
bgc1d_iteration - cost : 0.002574
bgc1d_iteration - cost : 0.0025222
bgc1d_iteration - cost : 0.0027947
bgc1d_iteration - cost : 0.0026068
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0025807
bgc1d_iteration - cost : 0.0025342
bgc1d_iteration - cost : 0.0025694
bgc1d_iteration - cost : 0.0025617
bgc1d_iteration - cost : 0.0027435
bgc1d_iteration - cost : 0.0025751
bgc1d_iteration - cost : 0.0040429
bgc1d_iteration - cost : 0.0073341
bgc1d_iteration - cost : 0.0025429
bgc1d_iteration - cost : 0.0025768
bgc1d_iteration - cost : 0.0043928
bgc1d_iteration - cost : 0.0026714
bgc1d_iteration - cost : 0.002602
bgc1d_iteration - cost : 0.0052359
bgc1d_iteration - cost : 0.0025615
bgc1d_iteration - cost : 0.0026191
bgc1d_iteration - cost : 0.00317
bgc1d_iteration - cost : 0.002785
bgc1d_iteration - cost : 0.0026206
bgc1d_iteration - cost : 0.0025996
bgc1d_iteration - cost : 0.0026055
bgc1d_iteration - cost : 0.002552
bgc1d_iteration - cost : 0.0026212
bgc1d_iteration - cost : 0.0025089
bgc1d_iteration - cost : 0.0025766
bgc1d_iteration - cost : 0.0025923
bgc1d_iteration - cost : 0.0025949
bgc1d_iteration - cost : 0.0025714
bgc1d_iteration - cost : 0.0025371
bgc1d_iteration - cost : 0.0025899
bgc1d_iteration - cost : 0.0025832
bgc1d_iteration - cost : 0.0025922
bgc1d_iteration - cost : 0.0025821
bgc1d_iteration - cost : 0.0025275
bgc1d_iteration - cost : 0.0025728
bgc1d_iteration - cost : 0.0026213
bgc1d_iteration - cost : 0.0024836
bgc1d_iteration - cost : 0.0026211
bgc1d_iteration - cost : 0.0025549
bgc1d_iteration - cost : 0.0024948
bgc1d_iteration - cost : 0.002589
bgc1d_iteration - cost : 0.0025685
bgc1d_iteration - cost : 0.0025726
bgc1d_iteration - cost : 0.0023896
bgc1d_iteration - cost : 0.0025902
bgc1d_iteration - cost : 0.0031614
bgc1d_iteration - cost : 0.0084813
bgc1d_iteration - cost : 0.0025837
bgc1d_iteration - cost : 0.0025614
bgc1d_iteration - cost : 0.0025722
bgc1d_iteration - cost : 0.0039144
bgc1d_iteration - cost : 0.0025955
bgc1d_iteration - cost : 0.0071116
bgc1d_iteration - cost : 0.0025694
bgc1d_iteration - cost : 0.0024487
bgc1d_iteration - cost : 0.0025529
bgc1d_iteration - cost : 0.0025474
bgc1d_iteration - cost : 0.0025448
bgc1d_iteration - cost : 0.0025038
bgc1d_iteration - cost : 0.0025596
bgc1d_iteration - cost : 0.0044288
bgc1d_iteration - cost : 0.0065428
bgc1d_iteration - cost : 0.0024614
bgc1d_iteration - cost : 0.0034138
bgc1d_iteration - cost : 0.002558
bgc1d_iteration - cost : 0.0025395
bgc1d_iteration - cost : 0.0025589
bgc1d_iteration - cost : 0.0038458
bgc1d_iteration - cost : 0.0030886
bgc1d_iteration - cost : 0.0025961
bgc1d_iteration - cost : 0.0030337
bgc1d_iteration - cost : 0.0025671
bgc1d_iteration - cost : 0.0023998
bgc1d_iteration - cost : 0.0050597
bgc1d_iteration - cost : 0.0025665
bgc1d_iteration - cost : 0.002472
bgc1d_iteration - cost : 0.0022717
bgc1d_iteration - cost : 0.0025606
bgc1d_iteration - cost : 0.0025868
bgc1d_iteration - cost : 0.0025325
bgc1d_iteration - cost : 0.0031615
bgc1d_iteration - cost : 0.0025064
bgc1d_iteration - cost : 0.0023595
bgc1d_iteration - cost : 0.0069736
bgc1d_iteration - cost : 0.0031998
bgc1d_iteration - cost : 0.0024309
bgc1d_iteration - cost : 0.0031775
bgc1d_iteration - cost : 0.0025036
bgc1d_iteration - cost : 0.0025546
bgc1d_iteration - cost : 0.0025019
bgc1d_iteration - cost : 0.0025835
bgc1d_iteration - cost : 0.0025537
bgc1d_iteration - cost : 0.0026725
bgc1d_iteration - cost : 0.0028063
bgc1d_iteration - cost : 0.0042511
bgc1d_iteration - cost : 0.0024561
bgc1d_iteration - cost : 0.0027646
bgc1d_iteration - cost : 0.00263
bgc1d_iteration - cost : 0.0023945
bgc1d_iteration - cost : 0.0024098
bgc1d_iteration - cost : 0.0024684
bgc1d_iteration - cost : 0.0025705
bgc1d_iteration - cost : 0.0027169
bgc1d_iteration - cost : 0.0025262
bgc1d_iteration - cost : 0.0067494
bgc1d_iteration - cost : 0.0026167
bgc1d_iteration - cost : 0.0025195
bgc1d_iteration - cost : 0.0024218
bgc1d_iteration - cost : 0.0025116
bgc1d_iteration - cost : 0.002517
bgc1d_iteration - cost : 0.0037238
bgc1d_iteration - cost : 0.0024191
bgc1d_iteration - cost : 0.0023973
bgc1d_iteration - cost : 0.0025377
bgc1d_iteration - cost : 0.0024266
bgc1d_iteration - cost : 0.0071558
bgc1d_iteration - cost : 0.0087226
bgc1d_iteration - cost : 0.002515
bgc1d_iteration - cost : 0.0025918
bgc1d_iteration - cost : 0.0031211
bgc1d_iteration - cost : 0.002461
bgc1d_iteration - cost : 0.002549
bgc1d_iteration - cost : 0.002555
bgc1d_iteration - cost : 0.0025012
bgc1d_iteration - cost : 0.0025152
bgc1d_iteration - cost : 0.0066698
bgc1d_iteration - cost : 0.00255
bgc1d_iteration - cost : 0.0025559
bgc1d_iteration - cost : 0.0025343
bgc1d_iteration - cost : 0.0025003
bgc1d_iteration - cost : 0.0026045
bgc1d_iteration - cost : 0.0025721
bgc1d_iteration - cost : 0.0030125
bgc1d_iteration - cost : 0.0098219
bgc1d_iteration - cost : 0.0026942
bgc1d_iteration - cost : 0.0025891
bgc1d_iteration - cost : 0.0024637
bgc1d_iteration - cost : 0.0025318
bgc1d_iteration - cost : 0.0024764
bgc1d_iteration - cost : 0.0025818
bgc1d_iteration - cost : 0.0044382
bgc1d_iteration - cost : 0.0025435
bgc1d_iteration - cost : 0.0024828
bgc1d_iteration - cost : 0.002583
bgc1d_iteration - cost : 0.0028077
bgc1d_iteration - cost : 0.0025707
bgc1d_iteration - cost : 0.002508
bgc1d_iteration - cost : 0.0024708
bgc1d_iteration - cost : 0.002669
bgc1d_iteration - cost : 0.002543
bgc1d_iteration - cost : 0.0025342
bgc1d_iteration - cost : 0.0025074
bgc1d_iteration - cost : 0.0024826
bgc1d_iteration - cost : 0.0024509
bgc1d_iteration - cost : 0.0027554
bgc1d_iteration - cost : 0.0024817
bgc1d_iteration - cost : 0.0025696
bgc1d_iteration - cost : 0.0025576
bgc1d_iteration - cost : 0.0025269
bgc1d_iteration - cost : 0.0024622
bgc1d_iteration - cost : 0.0024984
bgc1d_iteration - cost : 0.00253
bgc1d_iteration - cost : 0.0025165
bgc1d_iteration - cost : 0.0025242
bgc1d_iteration - cost : 0.0025171
bgc1d_iteration - cost : 0.0038189
bgc1d_iteration - cost : 0.0025156
bgc1d_iteration - cost : 0.0025214
bgc1d_iteration - cost : 0.0025281
bgc1d_iteration - cost : 0.0024971
bgc1d_iteration - cost : 0.0045324
bgc1d_iteration - cost : 0.93837
bgc1d_iteration - cost : 0.0023518
bgc1d_iteration - cost : 0.0024852
bgc1d_iteration - cost : 0.070466
bgc1d_iteration - cost : 0.0040261
bgc1d_iteration - cost : 0.0031443
bgc1d_iteration - cost : 0.010837
bgc1d_iteration - cost : 0.0025313
bgc1d_iteration - cost : 0.0025024
bgc1d_iteration - cost : 0.0049804
bgc1d_iteration - cost : 0.0041715
bgc1d_iteration - cost : 0.0024793
bgc1d_iteration - cost : 0.0025091
bgc1d_iteration - cost : 0.002841
bgc1d_iteration - cost : 0.0025295
bgc1d_iteration - cost : 0.0043119
bgc1d_iteration - cost : 0.0025084
bgc1d_iteration - cost : 0.0024941
bgc1d_iteration - cost : 0.0025558
bgc1d_iteration - cost : 0.0024052
bgc1d_iteration - cost : 0.0025868
bgc1d_iteration - cost : 0.0025105
bgc1d_iteration - cost : 0.0029679
bgc1d_iteration - cost : 0.0025584
bgc1d_iteration - cost : 0.0051474
bgc1d_iteration - cost : 0.0025521
bgc1d_iteration - cost : 0.0025376
bgc1d_iteration - cost : 0.0025729
bgc1d_iteration - cost : 0.0025342
bgc1d_iteration - cost : 0.0024961
bgc1d_iteration - cost : 0.002512
bgc1d_iteration - cost : 0.0025561
bgc1d_iteration - cost : 0.0025116
bgc1d_iteration - cost : 0.0025661
bgc1d_iteration - cost : 0.0025412
bgc1d_iteration - cost : 0.0026346
bgc1d_iteration - cost : 0.0032623
bgc1d_iteration - cost : 0.002404
bgc1d_iteration - cost : 0.0025495
bgc1d_iteration - cost : 0.0025904
bgc1d_iteration - cost : 0.0025747
bgc1d_iteration - cost : 0.0024357
bgc1d_iteration - cost : 0.0025344
bgc1d_iteration - cost : 0.0025711
bgc1d_iteration - cost : 0.0024285
bgc1d_iteration - cost : 0.0023729
bgc1d_iteration - cost : 0.0048439
bgc1d_iteration - cost : 0.0026762
bgc1d_iteration - cost : 0.0042683
bgc1d_iteration - cost : 0.0025617
bgc1d_iteration - cost : 0.0025592
bgc1d_iteration - cost : 0.0044009
bgc1d_iteration - cost : 0.0029422
bgc1d_iteration - cost : 0.0047544
bgc1d_iteration - cost : 0.0025447
bgc1d_iteration - cost : 0.002713
bgc1d_iteration - cost : 0.0024775
bgc1d_iteration - cost : 0.0025731
bgc1d_iteration - cost : 0.0024946
bgc1d_iteration - cost : 0.0024743
bgc1d_iteration - cost : 0.0025313
bgc1d_iteration - cost : 0.0026492
bgc1d_iteration - cost : 0.0025099
bgc1d_iteration - cost : 0.0025151
bgc1d_iteration - cost : 0.0025646
bgc1d_iteration - cost : 0.0025501
bgc1d_iteration - cost : 0.0025332
bgc1d_iteration - cost : 0.12434
bgc1d_iteration - cost : 0.0054246
bgc1d_iteration - cost : 0.0025264
bgc1d_iteration - cost : 0.0025021
bgc1d_iteration - cost : 0.094652
bgc1d_iteration - cost : 0.0025538
bgc1d_iteration - cost : 0.033204
bgc1d_iteration - cost : 0.0035496
bgc1d_iteration - cost : 0.0027815
bgc1d_iteration - cost : 0.0025908
bgc1d_iteration - cost : 0.0026131
bgc1d_iteration - cost : 0.002455
bgc1d_iteration - cost : 0.0025568
bgc1d_iteration - cost : 0.0026158
bgc1d_iteration - cost : 0.0025657
bgc1d_iteration - cost : 0.0025606
bgc1d_iteration - cost : 0.0025667
bgc1d_iteration - cost : 0.0025966
bgc1d_iteration - cost : 0.0025502
bgc1d_iteration - cost : 0.0025639
bgc1d_iteration - cost : 0.0025607
bgc1d_iteration - cost : 0.0025704
bgc1d_iteration - cost : 0.002515
bgc1d_iteration - cost : 0.00257
bgc1d_iteration - cost : 0.0025182
bgc1d_iteration - cost : 0.0025741
bgc1d_iteration - cost : 0.16624
bgc1d_iteration - cost : 0.0025493
bgc1d_iteration - cost : 0.0025277
bgc1d_iteration - cost : 0.0025318
bgc1d_iteration - cost : 0.0025897
bgc1d_iteration - cost : 0.0027964
bgc1d_iteration - cost : 0.0025354
bgc1d_iteration - cost : 0.0025897
bgc1d_iteration - cost : 0.0025395
bgc1d_iteration - cost : 0.002523
bgc1d_iteration - cost : 0.0025307
bgc1d_iteration - cost : 0.0025541
bgc1d_iteration - cost : 0.0025415
bgc1d_iteration - cost : 0.0025872
bgc1d_iteration - cost : 0.0025203
bgc1d_iteration - cost : 0.0025484
bgc1d_iteration - cost : 0.035812
bgc1d_iteration - cost : 0.0025556
bgc1d_iteration - cost : 0.002538
bgc1d_iteration - cost : 0.0025436
bgc1d_iteration - cost : 0.0025588
bgc1d_iteration - cost : 0.0025759
bgc1d_iteration - cost : 0.0025528
bgc1d_iteration - cost : 0.0024672
bgc1d_iteration - cost : 0.0025219
bgc1d_iteration - cost : 0.002554
bgc1d_iteration - cost : 0.0025475
bgc1d_iteration - cost : 0.002506
bgc1d_iteration - cost : 0.0025793
bgc1d_iteration - cost : 0.0025376
bgc1d_iteration - cost : 0.0025362
bgc1d_iteration - cost : 0.0024913
bgc1d_iteration - cost : 0.0025547
bgc1d_iteration - cost : 0.0059288
bgc1d_iteration - cost : 0.0024751
bgc1d_iteration - cost : 0.0025288
