
                            < M A T L A B (R) >
                  Copyright 1984-2018 The MathWorks, Inc.
                   R2018a (9.4.0.813654) 64-bit (glnxa64)
                             February 23, 2018

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
connected to 12 workers.
>> >> >> >> >> >> >> >> bgc1d_iteration - cost : 0.0025034
  n=18: (6,12)-CMA-ES(w=[40 25 17 10 6 2]%, mu_eff=3.7) on function bgc1d_fc2minimize_cmaes_parallel
bgc1d_iteration - cost : 0.0026118
bgc1d_iteration - cost : 0.0028291
bgc1d_iteration - cost : 0.0025815
bgc1d_iteration - cost : 0.0026093
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.002572
bgc1d_iteration - cost : 0.002525
bgc1d_iteration - cost : 0.0025908
bgc1d_iteration - cost : 0.010738
bgc1d_iteration - cost : 0.0028109
bgc1d_iteration - cost : 0.0026766
bgc1d_iteration - cost : 0.0026178
Iterat, #Fevals:   Function Value    (median,worst) |Axis Ratio|idx:Min SD idx:Max SD
    1 ,     13 : 2.5250436887046e-03 +(9e-05,8e-03) | 1.06e+00 | 15:2.7e-01 10:2.8e-01
bgc1d_iteration - cost : 0.0025023
bgc1d_iteration - cost : 0.0025616
bgc1d_iteration - cost : 0.0026139
bgc1d_iteration - cost : 0.002819
bgc1d_iteration - cost : 0.0025284
bgc1d_iteration - cost : 0.0025799
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0026219
bgc1d_iteration - cost : 0.0025746
bgc1d_iteration - cost : 0.002602
bgc1d_iteration - cost : 0.0025625
bgc1d_iteration - cost : 0.0029698
    2 ,     25 : 2.5022955887996e-03 +(8e-05,5e-04) | 1.07e+00 | 11:2.6e-01 10:2.7e-01
bgc1d_iteration - cost : 0.0090091
bgc1d_iteration - cost : 0.0026162
bgc1d_iteration - cost : 0.0025029
bgc1d_iteration - cost : 0.002561
bgc1d_iteration - cost : 0.0026996
bgc1d_iteration - cost : 0.0025146
bgc1d_iteration - cost : 0.0025857
bgc1d_iteration - cost : 0.0025805
bgc1d_iteration - cost : 0.0025811
bgc1d_iteration - cost : 0.0028254
bgc1d_iteration - cost : 0.019652
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0092307
bgc1d_iteration - cost : 0.0026219
bgc1d_iteration - cost : 0.0025813
bgc1d_iteration - cost : 0.009227
bgc1d_iteration - cost : 0.0025822
bgc1d_iteration - cost : 0.0025784
bgc1d_iteration - cost : 0.0026013
bgc1d_iteration - cost : 0.0025909
bgc1d_iteration - cost : 0.0033209
bgc1d_iteration - cost : 0.0024612
bgc1d_iteration - cost : 0.0025331
bgc1d_iteration - cost : 0.0026211
bgc1d_iteration - cost : 0.0025774
bgc1d_iteration - cost : 0.0025036
bgc1d_iteration - cost : 0.0012874
bgc1d_iteration - cost : 0.0025814
bgc1d_iteration - cost : 0.0041666
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0024978
bgc1d_iteration - cost : 0.0025418
bgc1d_iteration - cost : 0.0025904
bgc1d_iteration - cost : 0.0011719
bgc1d_iteration - cost : 0.0025564
bgc1d_iteration - cost : 0.016717
bgc1d_iteration - cost : 0.007259
bgc1d_iteration - cost : 0.0024818
bgc1d_iteration - cost : 0.0044048
bgc1d_iteration - cost : 0.034258
bgc1d_iteration - cost : 0.0025608
bgc1d_iteration - cost : 0.0060927
bgc1d_iteration - cost : 62500.0115
bgc1d_iteration - cost : 0.0019596
bgc1d_iteration - cost : 0.0025361
bgc1d_iteration - cost : 0.002491
bgc1d_iteration - cost : 0.0026356
bgc1d_iteration - cost : 0.0025052
bgc1d_iteration - cost : 0.0025237
bgc1d_iteration - cost : 0.0022597
bgc1d_iteration - cost : 0.0025557
bgc1d_iteration - cost : 0.013402
bgc1d_iteration - cost : 0.087867
bgc1d_iteration - cost : 8.4581
bgc1d_iteration - cost : 0.0025785
bgc1d_iteration - cost : 0.015232
bgc1d_iteration - cost : 0.0026221
bgc1d_iteration - cost : 0.0024926
bgc1d_iteration - cost : 0.0025152
bgc1d_iteration - cost : 0.0025414
bgc1d_iteration - cost : 0.0023018
bgc1d_iteration - cost : 0.0026202
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0014408
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.022221
bgc1d_iteration - cost : 0.0024785
bgc1d_iteration - cost : 0.0041322
bgc1d_iteration - cost : 0.0019578
bgc1d_iteration - cost : 0.002597
bgc1d_iteration - cost : 0.0025819
bgc1d_iteration - cost : 0.0025785
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0023719
bgc1d_iteration - cost : 0.0012951
bgc1d_iteration - cost : 0.0025171
bgc1d_iteration - cost : 0.003683
bgc1d_iteration - cost : 0.0025083
bgc1d_iteration - cost : 0.016695
bgc1d_iteration - cost : 0.002481
bgc1d_iteration - cost : 0.001766
bgc1d_iteration - cost : 0.0068799
bgc1d_iteration - cost : 0.071472
bgc1d_iteration - cost : 0.006238
bgc1d_iteration - cost : 0.0024943
bgc1d_iteration - cost : 0.0026164
bgc1d_iteration - cost : 0.0025036
bgc1d_iteration - cost : 0.0024944
bgc1d_iteration - cost : 0.0023273
bgc1d_iteration - cost : 62500.0072
bgc1d_iteration - cost : 0.0025903
bgc1d_iteration - cost : 0.13241
bgc1d_iteration - cost : 0.0027657
bgc1d_iteration - cost : 0.0025764
bgc1d_iteration - cost : 0.0078628
bgc1d_iteration - cost : 0.081544
bgc1d_iteration - cost : 0.0024858
bgc1d_iteration - cost : 0.0025788
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.016341
bgc1d_iteration - cost : 0.0024825
bgc1d_iteration - cost : 0.0025501
bgc1d_iteration - cost : 0.0030939
bgc1d_iteration - cost : 0.0024105
bgc1d_iteration - cost : 0.0023243
bgc1d_iteration - cost : 0.003268
bgc1d_iteration - cost : 0.18558
bgc1d_iteration - cost : 0.0024838
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0025782
bgc1d_iteration - cost : 0.0023031
bgc1d_iteration - cost : 0.0086454
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0090287
bgc1d_iteration - cost : 320.1772
bgc1d_iteration - cost : 0.0018206
bgc1d_iteration - cost : 0.0024908
bgc1d_iteration - cost : 0.0021342
bgc1d_iteration - cost : 0.002579
bgc1d_iteration - cost : 0.0025323
bgc1d_iteration - cost : 0.0025274
bgc1d_iteration - cost : 0.0025464
bgc1d_iteration - cost : 0.0025407
bgc1d_iteration - cost : 62500.0081
bgc1d_iteration - cost : 0.017137
bgc1d_iteration - cost : 0.0017959
bgc1d_iteration - cost : 62500.001
bgc1d_iteration - cost : 0.0025534
bgc1d_iteration - cost : 62500.0018
bgc1d_iteration - cost : 0.26152
bgc1d_iteration - cost : 0.0024857
bgc1d_iteration - cost : 0.0022763
bgc1d_iteration - cost : 0.01295
bgc1d_iteration - cost : 0.015972
bgc1d_iteration - cost : 0.0085344
bgc1d_iteration - cost : 0.0042433
bgc1d_iteration - cost : 0.0032768
bgc1d_iteration - cost : 0.21789
bgc1d_iteration - cost : 0.042829
bgc1d_iteration - cost : 62500.0039
bgc1d_iteration - cost : 0.0025912
bgc1d_iteration - cost : 0.0098636
bgc1d_iteration - cost : 0.0024887
bgc1d_iteration - cost : 0.0016831
bgc1d_iteration - cost : 0.0025614
bgc1d_iteration - cost : 0.0025514
bgc1d_iteration - cost : 0.0025294
bgc1d_iteration - cost : 0.0024455
bgc1d_iteration - cost : 0.0090069
bgc1d_iteration - cost : 0.0027507
bgc1d_iteration - cost : 0.057183
bgc1d_iteration - cost : 0.0025785
bgc1d_iteration - cost : 0.0025778
bgc1d_iteration - cost : 0.0025191
bgc1d_iteration - cost : 0.001722
bgc1d_iteration - cost : 0.0025254
bgc1d_iteration - cost : 0.0025781
bgc1d_iteration - cost : 0.0026352
bgc1d_iteration - cost : 0.0027596
bgc1d_iteration - cost : 0.0027873
bgc1d_iteration - cost : 0.052865
bgc1d_iteration - cost : 0.032185
bgc1d_iteration - cost : 0.002495
bgc1d_iteration - cost : 0.0038031
bgc1d_iteration - cost : 0.010028
bgc1d_iteration - cost : 0.02021
bgc1d_iteration - cost : 0.0024616
bgc1d_iteration - cost : 0.00432
bgc1d_iteration - cost : 0.0025236
bgc1d_iteration - cost : 0.0025085
bgc1d_iteration - cost : 0.0065606
bgc1d_iteration - cost : 0.0025498
bgc1d_iteration - cost : 0.0025421
bgc1d_iteration - cost : 0.050539
bgc1d_iteration - cost : 0.0025476
bgc1d_iteration - cost : 0.0025002
bgc1d_iteration - cost : 0.002572
bgc1d_iteration - cost : 0.0025776
bgc1d_iteration - cost : 0.002458
bgc1d_iteration - cost : 0.002489
bgc1d_iteration - cost : 0.002579
bgc1d_iteration - cost : 0.0044445
bgc1d_iteration - cost : 0.007496
bgc1d_iteration - cost : 0.0021286
bgc1d_iteration - cost : 0.0014967
bgc1d_iteration - cost : 0.0025784
bgc1d_iteration - cost : 0.0025668
bgc1d_iteration - cost : 0.0055527
bgc1d_iteration - cost : 0.0025467
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0025062
bgc1d_iteration - cost : 1.0813
bgc1d_iteration - cost : 0.0027586
bgc1d_iteration - cost : 0.48804
bgc1d_iteration - cost : 0.002579
bgc1d_iteration - cost : 0.0024756
bgc1d_iteration - cost : 0.0024853
bgc1d_iteration - cost : 0.0024627
bgc1d_iteration - cost : 0.0024834
bgc1d_iteration - cost : 0.0025036
bgc1d_iteration - cost : 0.0025146
bgc1d_iteration - cost : 0.0025321
bgc1d_iteration - cost : 0.0025592
bgc1d_iteration - cost : 0.0025785
bgc1d_iteration - cost : 0.0022955
bgc1d_iteration - cost : 0.0025099
bgc1d_iteration - cost : 0.0081823
bgc1d_iteration - cost : 0.0025167
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0024928
bgc1d_iteration - cost : 0.0025141
bgc1d_iteration - cost : 0.0025781
bgc1d_iteration - cost : 0.0013665
bgc1d_iteration - cost : 0.0018486
bgc1d_iteration - cost : 0.002621
bgc1d_iteration - cost : 0.0025512
bgc1d_iteration - cost : 0.0035062
bgc1d_iteration - cost : 0.003713
bgc1d_iteration - cost : 0.0022186
bgc1d_iteration - cost : 0.0026875
bgc1d_iteration - cost : 0.0025234
bgc1d_iteration - cost : 0.0025064
bgc1d_iteration - cost : 0.0024943
bgc1d_iteration - cost : 0.0036133
bgc1d_iteration - cost : 0.0025042
bgc1d_iteration - cost : 0.0025775
bgc1d_iteration - cost : 0.059852
bgc1d_iteration - cost : 0.0023995
bgc1d_iteration - cost : 0.092429
bgc1d_iteration - cost : 0.0025775
bgc1d_iteration - cost : 0.10543
bgc1d_iteration - cost : 0.007076
bgc1d_iteration - cost : 0.29008
bgc1d_iteration - cost : 0.0025584
bgc1d_iteration - cost : 0.002072
bgc1d_iteration - cost : 0.0024886
bgc1d_iteration - cost : 0.0052319
bgc1d_iteration - cost : 0.0026338
bgc1d_iteration - cost : 0.0025005
bgc1d_iteration - cost : 0.0025604
bgc1d_iteration - cost : 0.0025493
bgc1d_iteration - cost : 0.0026102
bgc1d_iteration - cost : 0.0026154
bgc1d_iteration - cost : 0.0024941
bgc1d_iteration - cost : 0.0025087
bgc1d_iteration - cost : 0.0026058
bgc1d_iteration - cost : 0.0025262
bgc1d_iteration - cost : 0.0026563
bgc1d_iteration - cost : 0.0029033
bgc1d_iteration - cost : 0.001695
bgc1d_iteration - cost : 0.0010533
bgc1d_iteration - cost : 0.002494
bgc1d_iteration - cost : 0.0024838
bgc1d_iteration - cost : 0.0025089
bgc1d_iteration - cost : 0.58576
bgc1d_iteration - cost : 0.0016177
bgc1d_iteration - cost : 0.0016253
bgc1d_iteration - cost : 0.0025307
bgc1d_iteration - cost : 0.0025338
bgc1d_iteration - cost : 0.0024837
bgc1d_iteration - cost : 0.0025153
bgc1d_iteration - cost : 0.010513
bgc1d_iteration - cost : 0.0025096
bgc1d_iteration - cost : 0.0011581
bgc1d_iteration - cost : 0.0024935
bgc1d_iteration - cost : 0.0012158
bgc1d_iteration - cost : 0.0025141
bgc1d_iteration - cost : 0.0021815
bgc1d_iteration - cost : 0.0015269
bgc1d_iteration - cost : 0.0026258
bgc1d_iteration - cost : 0.0025422
bgc1d_iteration - cost : 0.0024889
bgc1d_iteration - cost : 0.0024889
bgc1d_iteration - cost : 0.0025223
bgc1d_iteration - cost : 0.0016655
bgc1d_iteration - cost : 0.37181
bgc1d_iteration - cost : 0.0024832
bgc1d_iteration - cost : 0.021231
bgc1d_iteration - cost : 0.0034991
bgc1d_iteration - cost : 0.0011061
bgc1d_iteration - cost : 0.001924
bgc1d_iteration - cost : 0.0030378
bgc1d_iteration - cost : 0.0031566
bgc1d_iteration - cost : 0.0040939
bgc1d_iteration - cost : 0.002549
bgc1d_iteration - cost : 0.002325
bgc1d_iteration - cost : 0.0010605
bgc1d_iteration - cost : 0.23335
bgc1d_iteration - cost : 0.0025621
bgc1d_iteration - cost : 0.027807
bgc1d_iteration - cost : 0.012242
bgc1d_iteration - cost : 0.13159
bgc1d_iteration - cost : 0.0033217
bgc1d_iteration - cost : 0.0017188
bgc1d_iteration - cost : 0.0025735
bgc1d_iteration - cost : 0.0025202
bgc1d_iteration - cost : 0.0025649
bgc1d_iteration - cost : 0.074983
bgc1d_iteration - cost : 0.0051185
bgc1d_iteration - cost : 0.23082
bgc1d_iteration - cost : 0.0025342
bgc1d_iteration - cost : 0.0025571
bgc1d_iteration - cost : 0.0031639
bgc1d_iteration - cost : 0.0025785
bgc1d_iteration - cost : 0.0023515
bgc1d_iteration - cost : 0.0024989
bgc1d_iteration - cost : 0.001415
bgc1d_iteration - cost : 0.065312
bgc1d_iteration - cost : 0.0029184
bgc1d_iteration - cost : 0.072919
bgc1d_iteration - cost : 0.026208
bgc1d_iteration - cost : 0.0026219
bgc1d_iteration - cost : 0.0025601
bgc1d_iteration - cost : 0.0025663
bgc1d_iteration - cost : 0.0025201
bgc1d_iteration - cost : 0.0018739
bgc1d_iteration - cost : 0.0702
bgc1d_iteration - cost : 0.0026205
bgc1d_iteration - cost : 0.0072191
bgc1d_iteration - cost : 0.0015427
bgc1d_iteration - cost : 0.0025769
bgc1d_iteration - cost : 0.0017434
bgc1d_iteration - cost : 0.0015889
bgc1d_iteration - cost : 0.004092
bgc1d_iteration - cost : 0.012374
bgc1d_iteration - cost : 0.0018063
bgc1d_iteration - cost : 0.0027448
bgc1d_iteration - cost : 0.0024711
bgc1d_iteration - cost : 0.0048669
bgc1d_iteration - cost : 0.0024808
bgc1d_iteration - cost : 0.0028511
bgc1d_iteration - cost : 0.0042528
bgc1d_iteration - cost : 0.0024806
bgc1d_iteration - cost : 0.0017603
bgc1d_iteration - cost : 0.0021252
bgc1d_iteration - cost : 0.019025
bgc1d_iteration - cost : 0.0017419
bgc1d_iteration - cost : 0.0025972
bgc1d_iteration - cost : 0.0014552
bgc1d_iteration - cost : 0.0016919
bgc1d_iteration - cost : 0.0025037
bgc1d_iteration - cost : 0.0021916
bgc1d_iteration - cost : 0.0023279
bgc1d_iteration - cost : 0.0030103
bgc1d_iteration - cost : 0.0025092
bgc1d_iteration - cost : 0.0025502
bgc1d_iteration - cost : 0.0018806
bgc1d_iteration - cost : 0.0025442
bgc1d_iteration - cost : 0.0025646
bgc1d_iteration - cost : 0.0025426
bgc1d_iteration - cost : 0.0036558
bgc1d_iteration - cost : 0.0016287
bgc1d_iteration - cost : 0.0024832
bgc1d_iteration - cost : 0.0025111
bgc1d_iteration - cost : 0.0015601
bgc1d_iteration - cost : 0.051626
bgc1d_iteration - cost : 0.0024337
bgc1d_iteration - cost : 0.057124
bgc1d_iteration - cost : 0.0024346
bgc1d_iteration - cost : 0.065634
bgc1d_iteration - cost : 0.0025757
bgc1d_iteration - cost : 0.0024927
bgc1d_iteration - cost : 0.0019906
bgc1d_iteration - cost : 0.002523
bgc1d_iteration - cost : 0.0024895
bgc1d_iteration - cost : 0.00149
bgc1d_iteration - cost : 0.001822
bgc1d_iteration - cost : 0.0025036
bgc1d_iteration - cost : 0.0069492
bgc1d_iteration - cost : 0.085806
bgc1d_iteration - cost : 0.0019203
bgc1d_iteration - cost : 0.0203
bgc1d_iteration - cost : 0.12331
bgc1d_iteration - cost : 0.0025175
bgc1d_iteration - cost : 0.0025626
bgc1d_iteration - cost : 0.0033459
bgc1d_iteration - cost : 0.0024436
bgc1d_iteration - cost : 0.0016044
bgc1d_iteration - cost : 0.0024994
bgc1d_iteration - cost : 0.11355
bgc1d_iteration - cost : 0.0068681
bgc1d_iteration - cost : 0.002727
bgc1d_iteration - cost : 0.0025474
bgc1d_iteration - cost : 0.0020177
bgc1d_iteration - cost : 0.002497
bgc1d_iteration - cost : 0.002512
bgc1d_iteration - cost : 0.0010574
bgc1d_iteration - cost : 0.0027512
bgc1d_iteration - cost : 0.014916
bgc1d_iteration - cost : 0.002742
bgc1d_iteration - cost : 0.0024295
bgc1d_iteration - cost : 0.0014143
bgc1d_iteration - cost : 0.0010088
bgc1d_iteration - cost : 0.0016216
bgc1d_iteration - cost : 0.027173
bgc1d_iteration - cost : 0.0025171
bgc1d_iteration - cost : 0.035254
bgc1d_iteration - cost : 0.0016935
bgc1d_iteration - cost : 0.0025285
bgc1d_iteration - cost : 0.0012237
bgc1d_iteration - cost : 0.042171
bgc1d_iteration - cost : 0.042628
bgc1d_iteration - cost : 0.038478
bgc1d_iteration - cost : 0.0012675
bgc1d_iteration - cost : 0.018929
bgc1d_iteration - cost : 0.0023279
bgc1d_iteration - cost : 0.010493
bgc1d_iteration - cost : 0.0025732
bgc1d_iteration - cost : 0.0055289
bgc1d_iteration - cost : 0.0090569
bgc1d_iteration - cost : 0.0025632
bgc1d_iteration - cost : 0.0062685
bgc1d_iteration - cost : 0.0025332
bgc1d_iteration - cost : 0.0018105
bgc1d_iteration - cost : 0.097884
bgc1d_iteration - cost : 0.00273
bgc1d_iteration - cost : 0.0022657
bgc1d_iteration - cost : 0.085214
bgc1d_iteration - cost : 0.0012992
bgc1d_iteration - cost : 0.003958
bgc1d_iteration - cost : 0.0014746
bgc1d_iteration - cost : 0.003247
bgc1d_iteration - cost : 0.0026066
bgc1d_iteration - cost : 0.0026893
bgc1d_iteration - cost : 0.0019107
bgc1d_iteration - cost : 0.0025541
bgc1d_iteration - cost : 0.0013236
bgc1d_iteration - cost : 0.001218
bgc1d_iteration - cost : 0.0018885
bgc1d_iteration - cost : 0.0026007
bgc1d_iteration - cost : 0.0014784
bgc1d_iteration - cost : 0.0012375
bgc1d_iteration - cost : 0.058749
bgc1d_iteration - cost : 0.0026235
bgc1d_iteration - cost : 0.010835
bgc1d_iteration - cost : 0.0016129
bgc1d_iteration - cost : 0.0025517
bgc1d_iteration - cost : 0.0025419
bgc1d_iteration - cost : 0.0032556
bgc1d_iteration - cost : 0.002581
bgc1d_iteration - cost : 0.10928
bgc1d_iteration - cost : 0.0022319
bgc1d_iteration - cost : 0.001394
bgc1d_iteration - cost : 0.0018421
bgc1d_iteration - cost : 0.071948
bgc1d_iteration - cost : 0.002493
bgc1d_iteration - cost : 0.0088575
bgc1d_iteration - cost : 0.001633
bgc1d_iteration - cost : 0.0022013
bgc1d_iteration - cost : 0.0016341
bgc1d_iteration - cost : 0.001719
bgc1d_iteration - cost : 0.0013808
bgc1d_iteration - cost : 0.0085194
bgc1d_iteration - cost : 0.0021861
bgc1d_iteration - cost : 0.0024575
bgc1d_iteration - cost : 0.0018244
bgc1d_iteration - cost : 0.0017295
bgc1d_iteration - cost : 0.0018614
bgc1d_iteration - cost : 0.0025738
bgc1d_iteration - cost : 0.0015146
bgc1d_iteration - cost : 0.0014925
bgc1d_iteration - cost : 0.0021458
bgc1d_iteration - cost : 0.0061119
bgc1d_iteration - cost : 0.0025596
