
                            < M A T L A B (R) >
                  Copyright 1984-2018 The MathWorks, Inc.
                   R2018a (9.4.0.813654) 64-bit (glnxa64)
                             February 23, 2018

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
connected to 12 workers.
>> >> >> >> >> >> >> >> bgc1d_iteration - cost : 0.0025034
  n=18: (6,12)-CMA-ES(w=[40 25 17 10 6 2]%, mu_eff=3.7) on function bgc1d_fc2minimize_cmaes_parallel
bgc1d_iteration - cost : 0.065988
bgc1d_iteration - cost : 0.0025627
bgc1d_iteration - cost : 0.0026893
bgc1d_iteration - cost : 0.0026004
bgc1d_iteration - cost : 0.0025948
bgc1d_iteration - cost : 62500.0078
bgc1d_iteration - cost : 0.0025803
bgc1d_iteration - cost : 0.0024953
bgc1d_iteration - cost : 0.004182
bgc1d_iteration - cost : 0.0026212
bgc1d_iteration - cost : 0.0026013
bgc1d_iteration - cost : 0.018936
Iterat, #Fevals:   Function Value    (median,worst) |Axis Ratio|idx:Min SD idx:Max SD
    1 ,     13 : 2.4953277737614e-03 +(1e-04,6e+04) | 1.07e+00 | 13:2.8e-01 12:2.8e-01
bgc1d_iteration - cost : 0.0026141
bgc1d_iteration - cost : 0.0025784
bgc1d_iteration - cost : 0.0026128
bgc1d_iteration - cost : 0.0025785
bgc1d_iteration - cost : 0.017063
bgc1d_iteration - cost : 0.0025509
bgc1d_iteration - cost : 0.0025363
bgc1d_iteration - cost : 0.010377
bgc1d_iteration - cost : 0.0026073
bgc1d_iteration - cost : 0.0030976
bgc1d_iteration - cost : 0.0080677
bgc1d_iteration - cost : 0.0051875
    2 ,     25 : 2.5363232259458e-03 +(8e-05,1e-02) | 1.08e+00 | 13:2.5e-01 12:2.6e-01
bgc1d_iteration - cost : 0.0026235
bgc1d_iteration - cost : 0.0026242
bgc1d_iteration - cost : 0.002594
bgc1d_iteration - cost : 0.0025464
bgc1d_iteration - cost : 0.0025467
bgc1d_iteration - cost : 0.0026067
bgc1d_iteration - cost : 0.00256
bgc1d_iteration - cost : 0.0029224
bgc1d_iteration - cost : 0.0025034
bgc1d_iteration - cost : 0.0025885
bgc1d_iteration - cost : 0.0026782
bgc1d_iteration - cost : 0.0025286
bgc1d_iteration - cost : 0.0028368
bgc1d_iteration - cost : 0.002598
bgc1d_iteration - cost : 0.0025493
bgc1d_iteration - cost : 0.0025822
bgc1d_iteration - cost : 0.0040121
bgc1d_iteration - cost : 0.0025833
bgc1d_iteration - cost : 0.002593
bgc1d_iteration - cost : 0.0028077
bgc1d_iteration - cost : 0.002607
bgc1d_iteration - cost : 0.0025698
bgc1d_iteration - cost : 0.0025429
bgc1d_iteration - cost : 0.0025165
bgc1d_iteration - cost : 0.0025069
bgc1d_iteration - cost : 0.0025804
bgc1d_iteration - cost : 0.0025777
bgc1d_iteration - cost : 0.0103
bgc1d_iteration - cost : 0.0025688
bgc1d_iteration - cost : 0.0026104
bgc1d_iteration - cost : 0.0025743
bgc1d_iteration - cost : 0.0026074
bgc1d_iteration - cost : 0.0026055
bgc1d_iteration - cost : 0.0026248
bgc1d_iteration - cost : 0.0027212
bgc1d_iteration - cost : 62500.0023
bgc1d_iteration - cost : 0.0026245
bgc1d_iteration - cost : 0.0026157
bgc1d_iteration - cost : 0.0026049
bgc1d_iteration - cost : 0.0026191
bgc1d_iteration - cost : 0.0026241
bgc1d_iteration - cost : 0.0026049
bgc1d_iteration - cost : 0.0025849
bgc1d_iteration - cost : 0.0026251
bgc1d_iteration - cost : 0.0026197
bgc1d_iteration - cost : 0.0025973
bgc1d_iteration - cost : 0.0025863
bgc1d_iteration - cost : 0.0026237
bgc1d_iteration - cost : 0.0026257
bgc1d_iteration - cost : 0.0026225
bgc1d_iteration - cost : 0.0026118
bgc1d_iteration - cost : 0.0025777
bgc1d_iteration - cost : 0.0026249
bgc1d_iteration - cost : 0.0026101
bgc1d_iteration - cost : 0.0026249
bgc1d_iteration - cost : 0.0025855
bgc1d_iteration - cost : 0.0025676
bgc1d_iteration - cost : 0.0038242
bgc1d_iteration - cost : 0.0025851
bgc1d_iteration - cost : 0.0018188
bgc1d_iteration - cost : 0.0025543
bgc1d_iteration - cost : 0.002579
bgc1d_iteration - cost : 0.0025949
bgc1d_iteration - cost : 0.0031707
bgc1d_iteration - cost : 0.0025941
bgc1d_iteration - cost : 0.0026248
bgc1d_iteration - cost : 0.0025128
bgc1d_iteration - cost : 0.0026285
bgc1d_iteration - cost : 0.0025948
bgc1d_iteration - cost : 0.0098542
bgc1d_iteration - cost : 0.010142
bgc1d_iteration - cost : 0.0025675
bgc1d_iteration - cost : 0.0025923
bgc1d_iteration - cost : 0.0026123
bgc1d_iteration - cost : 0.0025823
bgc1d_iteration - cost : 0.0025808
bgc1d_iteration - cost : 0.33343
bgc1d_iteration - cost : 0.0025997
bgc1d_iteration - cost : 0.0026331
bgc1d_iteration - cost : 0.002624
bgc1d_iteration - cost : 0.0025904
bgc1d_iteration - cost : 0.0026243
bgc1d_iteration - cost : 0.0026226
bgc1d_iteration - cost : 0.0026254
bgc1d_iteration - cost : 0.0026015
bgc1d_iteration - cost : 0.0025911
bgc1d_iteration - cost : 0.0027087
bgc1d_iteration - cost : 0.0029099
bgc1d_iteration - cost : 0.0025999
bgc1d_iteration - cost : 0.0028168
bgc1d_iteration - cost : 0.0026081
bgc1d_iteration - cost : 0.0025717
bgc1d_iteration - cost : 0.0025996
bgc1d_iteration - cost : 0.0026113
bgc1d_iteration - cost : 0.0030836
bgc1d_iteration - cost : 0.002746
bgc1d_iteration - cost : 0.0026238
bgc1d_iteration - cost : 0.0025888
bgc1d_iteration - cost : 0.0026062
bgc1d_iteration - cost : 0.0026235
bgc1d_iteration - cost : 0.0026247
bgc1d_iteration - cost : 0.0026289
bgc1d_iteration - cost : 62500.0018
bgc1d_iteration - cost : 0.0025925
bgc1d_iteration - cost : 0.012376
bgc1d_iteration - cost : 0.0026247
bgc1d_iteration - cost : 62500.007
bgc1d_iteration - cost : 0.0027675
bgc1d_iteration - cost : 0.002621
bgc1d_iteration - cost : 0.0026267
bgc1d_iteration - cost : 0.0025268
bgc1d_iteration - cost : 0.0025168
bgc1d_iteration - cost : 0.19717
bgc1d_iteration - cost : 0.0025711
bgc1d_iteration - cost : 0.002623
bgc1d_iteration - cost : 0.0064468
bgc1d_iteration - cost : 0.0026252
bgc1d_iteration - cost : 0.0026119
bgc1d_iteration - cost : 0.0025712
bgc1d_iteration - cost : 0.0025622
bgc1d_iteration - cost : 0.0025733
bgc1d_iteration - cost : 0.0026154
bgc1d_iteration - cost : 0.0026247
bgc1d_iteration - cost : 0.0025782
bgc1d_iteration - cost : 0.0025706
bgc1d_iteration - cost : 0.0025216
bgc1d_iteration - cost : 0.0025896
bgc1d_iteration - cost : 0.022427
bgc1d_iteration - cost : 0.0099444
bgc1d_iteration - cost : 0.0018581
bgc1d_iteration - cost : 0.0025706
bgc1d_iteration - cost : 0.0025896
bgc1d_iteration - cost : 0.0025753
bgc1d_iteration - cost : 0.0026249
bgc1d_iteration - cost : 0.0026247
bgc1d_iteration - cost : 0.0025797
bgc1d_iteration - cost : 0.0026176
bgc1d_iteration - cost : 0.0025988
bgc1d_iteration - cost : 0.0025694
bgc1d_iteration - cost : 62500.0027
bgc1d_iteration - cost : 0.0028116
bgc1d_iteration - cost : 0.08662
bgc1d_iteration - cost : 30.1303
bgc1d_iteration - cost : 0.0026957
bgc1d_iteration - cost : 0.0026235
bgc1d_iteration - cost : 0.002624
bgc1d_iteration - cost : 0.0026003
bgc1d_iteration - cost : 0.0026232
bgc1d_iteration - cost : 0.0026102
bgc1d_iteration - cost : 0.0026246
bgc1d_iteration - cost : 0.0024321
bgc1d_iteration - cost : 0.0026246
bgc1d_iteration - cost : 0.0026213
bgc1d_iteration - cost : 0.0025856
bgc1d_iteration - cost : 0.0030242
bgc1d_iteration - cost : 0.0026255
bgc1d_iteration - cost : 0.0026249
bgc1d_iteration - cost : 0.0026243
bgc1d_iteration - cost : 0.0026215
bgc1d_iteration - cost : 0.0026245
bgc1d_iteration - cost : 0.0026251
bgc1d_iteration - cost : 0.0029482
bgc1d_iteration - cost : 0.0026253
bgc1d_iteration - cost : 0.0025646
bgc1d_iteration - cost : 0.0026241
bgc1d_iteration - cost : 0.0022584
bgc1d_iteration - cost : 0.0026236
bgc1d_iteration - cost : 0.0026243
bgc1d_iteration - cost : 0.0027499
bgc1d_iteration - cost : 0.0026248
bgc1d_iteration - cost : 0.0029888
bgc1d_iteration - cost : 0.0026075
bgc1d_iteration - cost : 0.0041975
bgc1d_iteration - cost : 0.0028168
bgc1d_iteration - cost : 0.0028095
bgc1d_iteration - cost : 0.002554
bgc1d_iteration - cost : 0.0032297
bgc1d_iteration - cost : 0.47851
bgc1d_iteration - cost : 0.0025876
bgc1d_iteration - cost : 0.0025183
bgc1d_iteration - cost : 0.0028427
bgc1d_iteration - cost : 0.0026014
bgc1d_iteration - cost : 0.0025801
bgc1d_iteration - cost : 0.0026243
bgc1d_iteration - cost : 0.0073576
bgc1d_iteration - cost : 0.0025805
bgc1d_iteration - cost : 0.0026018
bgc1d_iteration - cost : 0.0025572
bgc1d_iteration - cost : 0.0033879
bgc1d_iteration - cost : 0.0055175
bgc1d_iteration - cost : 0.0028014
bgc1d_iteration - cost : 0.002624
bgc1d_iteration - cost : 0.0026242
bgc1d_iteration - cost : 0.0025767
bgc1d_iteration - cost : 0.0026306
bgc1d_iteration - cost : 0.0025712
bgc1d_iteration - cost : 0.0056919
bgc1d_iteration - cost : 0.0025715
bgc1d_iteration - cost : 0.0026235
bgc1d_iteration - cost : 0.0024109
bgc1d_iteration - cost : 0.0071149
bgc1d_iteration - cost : 0.0025927
bgc1d_iteration - cost : 0.004824
bgc1d_iteration - cost : 0.0025941
bgc1d_iteration - cost : 0.0025724
bgc1d_iteration - cost : 0.002527
bgc1d_iteration - cost : 0.0026236
bgc1d_iteration - cost : 0.0044534
bgc1d_iteration - cost : 0.002574
bgc1d_iteration - cost : 0.0026972
bgc1d_iteration - cost : 0.0025651
bgc1d_iteration - cost : 0.0048881
bgc1d_iteration - cost : 0.0025717
bgc1d_iteration - cost : 0.0085666
bgc1d_iteration - cost : 0.0026164
bgc1d_iteration - cost : 0.0025199
bgc1d_iteration - cost : 0.0030662
bgc1d_iteration - cost : 0.00259
bgc1d_iteration - cost : 0.0035185
bgc1d_iteration - cost : 0.0027588
bgc1d_iteration - cost : 0.0026014
bgc1d_iteration - cost : 0.0026221
bgc1d_iteration - cost : 0.0025649
bgc1d_iteration - cost : 0.0025747
bgc1d_iteration - cost : 0.0025182
bgc1d_iteration - cost : 0.0029537
bgc1d_iteration - cost : 0.0073224
bgc1d_iteration - cost : 62500.0111
bgc1d_iteration - cost : 0.0026223
bgc1d_iteration - cost : 0.002807
bgc1d_iteration - cost : 0.0026224
bgc1d_iteration - cost : 0.0026223
bgc1d_iteration - cost : 0.002592
bgc1d_iteration - cost : 0.0026236
bgc1d_iteration - cost : 0.0025715
bgc1d_iteration - cost : 0.0026219
bgc1d_iteration - cost : 0.0026045
bgc1d_iteration - cost : 0.0025885
bgc1d_iteration - cost : 0.0025904
bgc1d_iteration - cost : 0.0025836
bgc1d_iteration - cost : 0.0025936
bgc1d_iteration - cost : 0.0025744
bgc1d_iteration - cost : 0.0088178
bgc1d_iteration - cost : 0.0026114
bgc1d_iteration - cost : 0.0026213
bgc1d_iteration - cost : 0.0025962
bgc1d_iteration - cost : 0.0025884
bgc1d_iteration - cost : 0.0025813
bgc1d_iteration - cost : 0.0025921
bgc1d_iteration - cost : 0.0026239
bgc1d_iteration - cost : 0.0026128
bgc1d_iteration - cost : 0.0025586
bgc1d_iteration - cost : 0.002586
bgc1d_iteration - cost : 0.0025732
bgc1d_iteration - cost : 0.0026089
bgc1d_iteration - cost : 0.0026215
bgc1d_iteration - cost : 0.0025914
bgc1d_iteration - cost : 0.0013312
bgc1d_iteration - cost : 0.0026208
bgc1d_iteration - cost : 0.0026209
bgc1d_iteration - cost : 0.0026108
bgc1d_iteration - cost : 0.0025697
bgc1d_iteration - cost : 0.0025841
bgc1d_iteration - cost : 0.0025681
bgc1d_iteration - cost : 0.0025106
bgc1d_iteration - cost : 62500.0028
bgc1d_iteration - cost : 62500.0076
bgc1d_iteration - cost : 0.0025791
bgc1d_iteration - cost : 0.0025765
bgc1d_iteration - cost : 0.0025863
bgc1d_iteration - cost : 0.0025737
bgc1d_iteration - cost : 0.0025706
bgc1d_iteration - cost : 0.19896
bgc1d_iteration - cost : 0.0025819
bgc1d_iteration - cost : 0.0042725
bgc1d_iteration - cost : 0.0078269
bgc1d_iteration - cost : 0.0025649
bgc1d_iteration - cost : 0.0025657
bgc1d_iteration - cost : 0.0021108
bgc1d_iteration - cost : 0.0025372
bgc1d_iteration - cost : 0.0026091
bgc1d_iteration - cost : 0.0025962
bgc1d_iteration - cost : 0.0021873
bgc1d_iteration - cost : 0.0025841
bgc1d_iteration - cost : 0.0026235
bgc1d_iteration - cost : 0.0073172
bgc1d_iteration - cost : 0.0029144
bgc1d_iteration - cost : 0.0014451
bgc1d_iteration - cost : 0.0021424
bgc1d_iteration - cost : 0.0025689
bgc1d_iteration - cost : 0.003254
bgc1d_iteration - cost : 0.013977
bgc1d_iteration - cost : 62500.0019
bgc1d_iteration - cost : 0.002599
bgc1d_iteration - cost : 0.0027742
bgc1d_iteration - cost : 0.0015582
bgc1d_iteration - cost : 0.0026922
bgc1d_iteration - cost : 0.015403
bgc1d_iteration - cost : 0.0015941
bgc1d_iteration - cost : 0.002572
bgc1d_iteration - cost : 0.0021694
bgc1d_iteration - cost : 0.0016403
bgc1d_iteration - cost : 0.04463
bgc1d_iteration - cost : 0.022051
bgc1d_iteration - cost : 0.0018135
bgc1d_iteration - cost : 0.0060786
bgc1d_iteration - cost : 0.0030084
bgc1d_iteration - cost : 0.0021041
bgc1d_iteration - cost : 0.0025768
bgc1d_iteration - cost : 0.0025959
bgc1d_iteration - cost : 0.0027522
bgc1d_iteration - cost : 0.002526
bgc1d_iteration - cost : 0.0025837
bgc1d_iteration - cost : 0.0025778
bgc1d_iteration - cost : 62500.0021
bgc1d_iteration - cost : 0.0027416
bgc1d_iteration - cost : 0.0059201
bgc1d_iteration - cost : 0.0025414
bgc1d_iteration - cost : 0.0040029
bgc1d_iteration - cost : 62500.0021
bgc1d_iteration - cost : 0.0026514
bgc1d_iteration - cost : 0.0014159
bgc1d_iteration - cost : 0.0015856
bgc1d_iteration - cost : 0.04289
bgc1d_iteration - cost : 62500.0018
bgc1d_iteration - cost : 0.0025798
bgc1d_iteration - cost : 0.0025697
bgc1d_iteration - cost : 0.0018184
bgc1d_iteration - cost : 0.002611
bgc1d_iteration - cost : 0.0018032
bgc1d_iteration - cost : 0.0025682
bgc1d_iteration - cost : 62500.002
bgc1d_iteration - cost : 0.0017623
bgc1d_iteration - cost : 0.0019867
bgc1d_iteration - cost : 0.0025751
bgc1d_iteration - cost : 0.0014456
bgc1d_iteration - cost : 0.0015203
bgc1d_iteration - cost : 0.0025692
bgc1d_iteration - cost : 0.0051957
bgc1d_iteration - cost : 0.0021375
bgc1d_iteration - cost : 0.0025372
bgc1d_iteration - cost : 62500.0013
bgc1d_iteration - cost : 0.0026046
bgc1d_iteration - cost : 0.0017697
bgc1d_iteration - cost : 0.0013246
bgc1d_iteration - cost : 0.093173
bgc1d_iteration - cost : 62500.0033
bgc1d_iteration - cost : 0.0031074
bgc1d_iteration - cost : 0.0049994
bgc1d_iteration - cost : 0.010116
bgc1d_iteration - cost : 0.0025666
bgc1d_iteration - cost : 0.0068775
bgc1d_iteration - cost : 0.0015439
bgc1d_iteration - cost : 0.0025704
bgc1d_iteration - cost : 0.002574
bgc1d_iteration - cost : 0.0013993
bgc1d_iteration - cost : 62500.0017
bgc1d_iteration - cost : 0.0010872
bgc1d_iteration - cost : 0.0013839
bgc1d_iteration - cost : 0.0026745
bgc1d_iteration - cost : 0.0016361
bgc1d_iteration - cost : 62500.0025
bgc1d_iteration - cost : 0.0014162
bgc1d_iteration - cost : 0.10977
bgc1d_iteration - cost : 0.0021191
bgc1d_iteration - cost : 0.0025674
bgc1d_iteration - cost : 0.0157
bgc1d_iteration - cost : 0.0027563
bgc1d_iteration - cost : 0.0025861
bgc1d_iteration - cost : 62500.0029
bgc1d_iteration - cost : 0.0025689
bgc1d_iteration - cost : 62500.0025
bgc1d_iteration - cost : 62500.0026
bgc1d_iteration - cost : 62500.0016
bgc1d_iteration - cost : 0.0025499
bgc1d_iteration - cost : 0.0027244
bgc1d_iteration - cost : 0.01075
bgc1d_iteration - cost : 62500.0096
bgc1d_iteration - cost : 0.0025746
bgc1d_iteration - cost : 0.15878
bgc1d_iteration - cost : 0.0016635
bgc1d_iteration - cost : 0.0023019
bgc1d_iteration - cost : 0.066406
bgc1d_iteration - cost : 62500.0068
bgc1d_iteration - cost : 0.0021732
bgc1d_iteration - cost : 0.0019028
bgc1d_iteration - cost : 0.0036069
bgc1d_iteration - cost : 0.0017999
bgc1d_iteration - cost : 0.0013751
bgc1d_iteration - cost : 0.0025718
bgc1d_iteration - cost : 0.0026667
bgc1d_iteration - cost : 62500.0041
bgc1d_iteration - cost : 0.0031765
bgc1d_iteration - cost : 0.001727
bgc1d_iteration - cost : 0.0025746
bgc1d_iteration - cost : 0.0020676
bgc1d_iteration - cost : 0.0025672
bgc1d_iteration - cost : 62500.0021
bgc1d_iteration - cost : 0.0024404
bgc1d_iteration - cost : 0.0020728
bgc1d_iteration - cost : 0.0016264
bgc1d_iteration - cost : 0.079528
bgc1d_iteration - cost : 0.0021879
bgc1d_iteration - cost : 0.0032528
bgc1d_iteration - cost : 62500.0018
bgc1d_iteration - cost : 0.0025773
bgc1d_iteration - cost : 62500.0028
bgc1d_iteration - cost : 0.0016437
bgc1d_iteration - cost : 0.0018233
bgc1d_iteration - cost : 0.27609
bgc1d_iteration - cost : 0.0021427
bgc1d_iteration - cost : 62500.0029
bgc1d_iteration - cost : 0.0021678
bgc1d_iteration - cost : 0.0019932
bgc1d_iteration - cost : 0.0025697
bgc1d_iteration - cost : 0.0023788
bgc1d_iteration - cost : 0.0017016
bgc1d_iteration - cost : 0.001918
bgc1d_iteration - cost : 0.0018979
bgc1d_iteration - cost : 0.0025577
bgc1d_iteration - cost : 0.0025939
bgc1d_iteration - cost : 0.0025738
bgc1d_iteration - cost : 0.0025177
bgc1d_iteration - cost : 0.00251
bgc1d_iteration - cost : 62500.0037
bgc1d_iteration - cost : 0.02158
bgc1d_iteration - cost : 0.035556
bgc1d_iteration - cost : 62500.0016
bgc1d_iteration - cost : 0.0014821
bgc1d_iteration - cost : 0.0026181
bgc1d_iteration - cost : 0.0019355
bgc1d_iteration - cost : 0.0023205
bgc1d_iteration - cost : 0.0027274
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 62500.0018
bgc1d_iteration - cost : 0.0019374
bgc1d_iteration - cost : 0.0018763
bgc1d_iteration - cost : 0.0014962
bgc1d_iteration - cost : 0.0025991
bgc1d_iteration - cost : 0.001783
bgc1d_iteration - cost : 0.0013161
bgc1d_iteration - cost : 0.0016019
bgc1d_iteration - cost : 0.0021754
bgc1d_iteration - cost : 0.0019254
bgc1d_iteration - cost : 0.0015742
bgc1d_iteration - cost : 0.083531
bgc1d_iteration - cost : 0.001603
bgc1d_iteration - cost : 0.0025705
bgc1d_iteration - cost : 0.001643
bgc1d_iteration - cost : 0.0017742
bgc1d_iteration - cost : 0.0025688
bgc1d_iteration - cost : 0.0013791
bgc1d_iteration - cost : 0.096707
bgc1d_iteration - cost : 0.017185
bgc1d_iteration - cost : 0.0047984
bgc1d_iteration - cost : 62500.0055
bgc1d_iteration - cost : 0.0025683
bgc1d_iteration - cost : 0.0015021
bgc1d_iteration - cost : 0.022618
bgc1d_iteration - cost : 0.0018183
bgc1d_iteration - cost : 0.0016341
