
                            < M A T L A B (R) >
                  Copyright 1984-2018 The MathWorks, Inc.
                   R2018a (9.4.0.813654) 64-bit (glnxa64)
                             February 23, 2018

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
connected to 12 workers.
>> >> >> >> >> >> >> >> bgc1d_iteration - cost : 0.0025034
  n=18: (6,12)-CMA-ES(w=[40 25 17 10 6 2]%, mu_eff=3.7) on function bgc1d_fc2minimize_cmaes_parallel
bgc1d_iteration - cost : 0.0084086
bgc1d_iteration - cost : 0.0025972
bgc1d_iteration - cost : 0.0027072
bgc1d_iteration - cost : 0.0025806
bgc1d_iteration - cost : 0.0054962
bgc1d_iteration - cost : 0.0026239
bgc1d_iteration - cost : 0.008273
bgc1d_iteration - cost : 0.0025653
bgc1d_iteration - cost : 0.0026284
bgc1d_iteration - cost : 62500.0015
bgc1d_iteration - cost : 0.0026207
bgc1d_iteration - cost : 0.0026841
Iterat, #Fevals:   Function Value    (median,worst) |Axis Ratio|idx:Min SD idx:Max SD
    1 ,     13 : 2.5652541418927e-03 +(9e-05,6e+04) | 1.04e+00 | 14:2.7e-01  5:2.7e-01
bgc1d_iteration - cost : 0.0026066
bgc1d_iteration - cost : 0.0026173
bgc1d_iteration - cost : 0.0025423
bgc1d_iteration - cost : 0.01693
bgc1d_iteration - cost : 0.0026241
bgc1d_iteration - cost : 0.0026191
bgc1d_iteration - cost : 0.0026175
bgc1d_iteration - cost : 0.002563
bgc1d_iteration - cost : 0.0025841
bgc1d_iteration - cost : 0.0026125
bgc1d_iteration - cost : 0.0025866
bgc1d_iteration - cost : 0.002583
    2 ,     25 : 2.5422970055433e-03 +(7e-05,1e-02) | 1.05e+00 |  2:2.5e-01 11:2.5e-01
bgc1d_iteration - cost : 0.0026228
bgc1d_iteration - cost : 0.0026222
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0052683
bgc1d_iteration - cost : 0.0025726
bgc1d_iteration - cost : 0.0025052
bgc1d_iteration - cost : 0.0025409
bgc1d_iteration - cost : 0.0025377
bgc1d_iteration - cost : 0.0025983
bgc1d_iteration - cost : 0.0025785
bgc1d_iteration - cost : 0.0026069
bgc1d_iteration - cost : 0.0025807
bgc1d_iteration - cost : 0.0025437
bgc1d_iteration - cost : 0.007485
bgc1d_iteration - cost : 0.002547
bgc1d_iteration - cost : 0.0025979
bgc1d_iteration - cost : 0.0026295
bgc1d_iteration - cost : 0.0025804
bgc1d_iteration - cost : 0.0025498
bgc1d_iteration - cost : 0.002706
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0027234
bgc1d_iteration - cost : 0.0025937
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0025491
bgc1d_iteration - cost : 0.0093569
bgc1d_iteration - cost : 0.0025352
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0031818
bgc1d_iteration - cost : 0.0026008
bgc1d_iteration - cost : 0.0025988
bgc1d_iteration - cost : 0.0025828
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.002703
bgc1d_iteration - cost : 0.0041321
bgc1d_iteration - cost : 0.0025827
bgc1d_iteration - cost : 62500.0047
bgc1d_iteration - cost : 0.0025798
bgc1d_iteration - cost : 0.0026219
bgc1d_iteration - cost : 0.0025947
bgc1d_iteration - cost : 0.006397
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.004056
bgc1d_iteration - cost : 0.002582
bgc1d_iteration - cost : 0.002624
bgc1d_iteration - cost : 0.0025387
bgc1d_iteration - cost : 0.0029058
bgc1d_iteration - cost : 0.0025808
bgc1d_iteration - cost : 0.0025924
bgc1d_iteration - cost : 0.00259
bgc1d_iteration - cost : 0.0025947
bgc1d_iteration - cost : 0.0045143
bgc1d_iteration - cost : 0.0025898
bgc1d_iteration - cost : 0.0026055
bgc1d_iteration - cost : 0.0025211
bgc1d_iteration - cost : 0.0025854
bgc1d_iteration - cost : 0.0026227
bgc1d_iteration - cost : 0.013221
bgc1d_iteration - cost : 0.0025871
bgc1d_iteration - cost : 0.0025751
bgc1d_iteration - cost : 0.0025492
bgc1d_iteration - cost : 0.0025022
bgc1d_iteration - cost : 0.0025275
bgc1d_iteration - cost : 0.0026001
bgc1d_iteration - cost : 0.0028043
bgc1d_iteration - cost : 0.0025027
bgc1d_iteration - cost : 0.0026068
bgc1d_iteration - cost : 0.008029
bgc1d_iteration - cost : 0.0026127
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.010649
bgc1d_iteration - cost : 0.0025981
bgc1d_iteration - cost : 0.0025194
bgc1d_iteration - cost : 0.0027536
bgc1d_iteration - cost : 0.0025477
bgc1d_iteration - cost : 0.0025507
bgc1d_iteration - cost : 0.0025309
bgc1d_iteration - cost : 0.0025904
bgc1d_iteration - cost : 0.019667
bgc1d_iteration - cost : 0.0024351
bgc1d_iteration - cost : 0.0025877
bgc1d_iteration - cost : 0.0096008
bgc1d_iteration - cost : 0.0026215
bgc1d_iteration - cost : 0.0055953
bgc1d_iteration - cost : 0.0025593
bgc1d_iteration - cost : 0.0025517
bgc1d_iteration - cost : 0.0025403
bgc1d_iteration - cost : 0.00355
bgc1d_iteration - cost : 0.0024946
bgc1d_iteration - cost : 0.0026216
bgc1d_iteration - cost : 0.0026213
bgc1d_iteration - cost : 0.0025727
bgc1d_iteration - cost : 0.012095
bgc1d_iteration - cost : 3.6524
bgc1d_iteration - cost : 0.016729
bgc1d_iteration - cost : 0.0025785
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0073755
bgc1d_iteration - cost : 0.0025831
bgc1d_iteration - cost : 0.0025759
bgc1d_iteration - cost : 0.0018868
bgc1d_iteration - cost : 0.0025817
bgc1d_iteration - cost : 0.0093549
bgc1d_iteration - cost : 0.0027127
bgc1d_iteration - cost : 0.0024761
bgc1d_iteration - cost : 0.0025758
bgc1d_iteration - cost : 0.0042503
bgc1d_iteration - cost : 0.0025801
bgc1d_iteration - cost : 0.0025531
bgc1d_iteration - cost : 0.00255
bgc1d_iteration - cost : 0.002583
bgc1d_iteration - cost : 0.0025865
bgc1d_iteration - cost : 0.0025798
bgc1d_iteration - cost : 0.0096104
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.002479
bgc1d_iteration - cost : 0.0044788
bgc1d_iteration - cost : 0.0052878
bgc1d_iteration - cost : 0.0024641
bgc1d_iteration - cost : 0.0025792
bgc1d_iteration - cost : 0.002532
bgc1d_iteration - cost : 0.0022347
bgc1d_iteration - cost : 0.0025616
bgc1d_iteration - cost : 0.0026178
bgc1d_iteration - cost : 0.0027032
bgc1d_iteration - cost : 0.0026768
bgc1d_iteration - cost : 0.0025805
bgc1d_iteration - cost : 13203.5629
bgc1d_iteration - cost : 0.0025699
bgc1d_iteration - cost : 0.0027927
bgc1d_iteration - cost : 0.0025715
bgc1d_iteration - cost : 0.0025731
bgc1d_iteration - cost : 0.025467
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0025351
bgc1d_iteration - cost : 0.0025716
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0024185
bgc1d_iteration - cost : 0.0025665
bgc1d_iteration - cost : 0.002534
bgc1d_iteration - cost : 0.0025316
bgc1d_iteration - cost : 0.0061163
bgc1d_iteration - cost : 0.0024847
bgc1d_iteration - cost : 0.0026128
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0025536
bgc1d_iteration - cost : 0.0025789
bgc1d_iteration - cost : 0.0024636
bgc1d_iteration - cost : 0.0024816
bgc1d_iteration - cost : 0.027197
bgc1d_iteration - cost : 0.0025804
bgc1d_iteration - cost : 0.0025159
bgc1d_iteration - cost : 48.5669
bgc1d_iteration - cost : 0.0025278
bgc1d_iteration - cost : 0.0025822
bgc1d_iteration - cost : 0.0025766
bgc1d_iteration - cost : 0.014118
bgc1d_iteration - cost : 0.0056517
bgc1d_iteration - cost : 0.0071603
bgc1d_iteration - cost : 0.0027218
bgc1d_iteration - cost : 0.0025268
bgc1d_iteration - cost : 0.0024978
bgc1d_iteration - cost : 0.0065009
bgc1d_iteration - cost : 0.0025765
bgc1d_iteration - cost : 0.0025692
bgc1d_iteration - cost : 0.0025902
bgc1d_iteration - cost : 0.002542
bgc1d_iteration - cost : 0.0025627
bgc1d_iteration - cost : 0.0024778
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0025955
bgc1d_iteration - cost : 0.0025621
bgc1d_iteration - cost : 0.0025727
bgc1d_iteration - cost : 14744.4011
bgc1d_iteration - cost : 0.0025385
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0025134
bgc1d_iteration - cost : 500.3556
bgc1d_iteration - cost : 0.0025302
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0068613
bgc1d_iteration - cost : 0.0025406
bgc1d_iteration - cost : 0.0025648
bgc1d_iteration - cost : 0.0025563
bgc1d_iteration - cost : 0.0030014
bgc1d_iteration - cost : 0.0025896
bgc1d_iteration - cost : 0.0026095
bgc1d_iteration - cost : 0.0025372
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0025624
bgc1d_iteration - cost : 0.0025389
bgc1d_iteration - cost : 0.0025462
bgc1d_iteration - cost : 0.0057336
bgc1d_iteration - cost : 0.002283
bgc1d_iteration - cost : 0.0026162
bgc1d_iteration - cost : 62500.007
bgc1d_iteration - cost : 0.0026102
bgc1d_iteration - cost : 0.0025502
bgc1d_iteration - cost : 0.0025798
bgc1d_iteration - cost : 0.0025661
bgc1d_iteration - cost : 0.0025845
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0025586
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0025226
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0026113
bgc1d_iteration - cost : 0.0025748
bgc1d_iteration - cost : 1293.0299
bgc1d_iteration - cost : 0.0065815
bgc1d_iteration - cost : 0.0054161
bgc1d_iteration - cost : 68.0112
bgc1d_iteration - cost : 0.013345
bgc1d_iteration - cost : 124147.6169
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 29137.8173
bgc1d_iteration - cost : 0.0025781
bgc1d_iteration - cost : 0.0026086
bgc1d_iteration - cost : 0.0025434
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0024972
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0025785
bgc1d_iteration - cost : 36749.4827
bgc1d_iteration - cost : 0.0025417
bgc1d_iteration - cost : 0.0025648
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0024927
bgc1d_iteration - cost : 0.0025351
bgc1d_iteration - cost : 0.0025359
bgc1d_iteration - cost : 2.5
bgc1d_iteration - cost : 62500.001
bgc1d_iteration - cost : 0.0026168
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 123074.1041
bgc1d_iteration - cost : 0.0025041
bgc1d_iteration - cost : 0.0025201
bgc1d_iteration - cost : 0.0025208
bgc1d_iteration - cost : 206823.943
bgc1d_iteration - cost : 0.0023568
bgc1d_iteration - cost : 144343.7609
bgc1d_iteration - cost : 406.0895
bgc1d_iteration - cost : 0.0025425
bgc1d_iteration - cost : 0.0023252
bgc1d_iteration - cost : 0.0025067
bgc1d_iteration - cost : 0.002586
bgc1d_iteration - cost : 0.0025254
bgc1d_iteration - cost : 0.0025747
bgc1d_iteration - cost : 24697.0795
bgc1d_iteration - cost : 0.0025292
bgc1d_iteration - cost : 0.0025769
bgc1d_iteration - cost : 218.8647
bgc1d_iteration - cost : 0.0025291
bgc1d_iteration - cost : 0.0025043
bgc1d_iteration - cost : 0.00251
bgc1d_iteration - cost : 573.8978
bgc1d_iteration - cost : 0.0024364
bgc1d_iteration - cost : 141265.4661
bgc1d_iteration - cost : 0.0024475
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0024667
bgc1d_iteration - cost : 0.0024984
bgc1d_iteration - cost : 7752.5615
bgc1d_iteration - cost : 0.0024832
bgc1d_iteration - cost : 0.0024278
bgc1d_iteration - cost : 0.0025445
bgc1d_iteration - cost : 0.0025408
bgc1d_iteration - cost : 0.0026194
bgc1d_iteration - cost : 0.0025787
bgc1d_iteration - cost : 0.0024919
bgc1d_iteration - cost : 0.0024104
bgc1d_iteration - cost : 0.0025371
bgc1d_iteration - cost : 0.002535
bgc1d_iteration - cost : 0.002537
bgc1d_iteration - cost : 190324.2534
bgc1d_iteration - cost : 873.93
bgc1d_iteration - cost : 0.0025975
bgc1d_iteration - cost : 0.0025511
bgc1d_iteration - cost : 0.0024109
bgc1d_iteration - cost : 0.002621
bgc1d_iteration - cost : 0.0024668
bgc1d_iteration - cost : 0.0025357
bgc1d_iteration - cost : 0.0025421
bgc1d_iteration - cost : 0.0024146
bgc1d_iteration - cost : 0.013676
bgc1d_iteration - cost : 0.0025009
bgc1d_iteration - cost : 0.0034986
bgc1d_iteration - cost : 0.0024933
bgc1d_iteration - cost : 62500.0908
bgc1d_iteration - cost : 0.0025784
bgc1d_iteration - cost : 1851.7047
bgc1d_iteration - cost : 0.0025909
bgc1d_iteration - cost : 0.0025013
bgc1d_iteration - cost : 9.0333
bgc1d_iteration - cost : 0.002531
bgc1d_iteration - cost : 0.0024844
bgc1d_iteration - cost : 0.0024085
bgc1d_iteration - cost : 0.0025964
bgc1d_iteration - cost : 0.0024949
bgc1d_iteration - cost : 0.0025783
bgc1d_iteration - cost : 0.0025992
bgc1d_iteration - cost : 0.0058523
bgc1d_iteration - cost : 0.0025263
bgc1d_iteration - cost : 0.0025058
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 14958.3533
bgc1d_iteration - cost : 0.0099437
bgc1d_iteration - cost : 0.0026188
bgc1d_iteration - cost : 0.0025409
bgc1d_iteration - cost : 0.0025906
bgc1d_iteration - cost : 0.0025749
bgc1d_iteration - cost : 0.0025081
bgc1d_iteration - cost : 0.00247
bgc1d_iteration - cost : 0.0031291
bgc1d_iteration - cost : 0.0024973
bgc1d_iteration - cost : 0.0025424
bgc1d_iteration - cost : 0.0024904
bgc1d_iteration - cost : 62500.071
bgc1d_iteration - cost : 0.0025552
bgc1d_iteration - cost : 0.0025107
bgc1d_iteration - cost : 0.0025241
bgc1d_iteration - cost : 0.0025665
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.015089
bgc1d_iteration - cost : 0.005978
bgc1d_iteration - cost : 0.0024972
bgc1d_iteration - cost : 0.0025203
bgc1d_iteration - cost : 0.0024897
bgc1d_iteration - cost : 0.0025765
bgc1d_iteration - cost : 299.5619
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 28330.4396
bgc1d_iteration - cost : 79.0379
bgc1d_iteration - cost : 0.0025786
bgc1d_iteration - cost : 0.002476
bgc1d_iteration - cost : 0.0025495
bgc1d_iteration - cost : 0.0025318
bgc1d_iteration - cost : 0.0024834
bgc1d_iteration - cost : 0.0025765
bgc1d_iteration - cost : 0.0025683
bgc1d_iteration - cost : 0.010051
bgc1d_iteration - cost : 272.2685
bgc1d_iteration - cost : 0.0024922
bgc1d_iteration - cost : 0.0025798
bgc1d_iteration - cost : 0.0025023
bgc1d_iteration - cost : 0.32414
bgc1d_iteration - cost : 0.0024758
bgc1d_iteration - cost : 0.0025218
bgc1d_iteration - cost : 0.0025328
bgc1d_iteration - cost : 0.0024988
bgc1d_iteration - cost : 0.0025807
bgc1d_iteration - cost : 0.0025568
bgc1d_iteration - cost : 1432.8988
bgc1d_iteration - cost : 0.02372
bgc1d_iteration - cost : 0.0024687
bgc1d_iteration - cost : 0.0025548
bgc1d_iteration - cost : 0.0025785
bgc1d_iteration - cost : 0.0025407
bgc1d_iteration - cost : 0.0024875
bgc1d_iteration - cost : 0.0025153
bgc1d_iteration - cost : 0.18333
bgc1d_iteration - cost : 0.0024951
bgc1d_iteration - cost : 0.0025584
bgc1d_iteration - cost : 0.0025105
bgc1d_iteration - cost : 0.0024177
bgc1d_iteration - cost : 0.0025004
bgc1d_iteration - cost : 16881.5606
bgc1d_iteration - cost : 0.0069378
bgc1d_iteration - cost : 0.0024702
bgc1d_iteration - cost : 0.002537
bgc1d_iteration - cost : 0.0024574
bgc1d_iteration - cost : 0.015569
bgc1d_iteration - cost : 0.0025366
bgc1d_iteration - cost : 852.9157
bgc1d_iteration - cost : 0.080167
bgc1d_iteration - cost : 0.0025473
bgc1d_iteration - cost : 0.0025406
bgc1d_iteration - cost : 0.0026141
bgc1d_iteration - cost : 0.0026097
bgc1d_iteration - cost : 14.4187
bgc1d_iteration - cost : 0.0025072
bgc1d_iteration - cost : 0.0050413
bgc1d_iteration - cost : 0.0025165
bgc1d_iteration - cost : 0.0025762
bgc1d_iteration - cost : 0.30556
bgc1d_iteration - cost : 0.002557
bgc1d_iteration - cost : 0.0024931
bgc1d_iteration - cost : 0.0025124
bgc1d_iteration - cost : 0.52455
bgc1d_iteration - cost : 0.002492
bgc1d_iteration - cost : 0.0025137
bgc1d_iteration - cost : 0.0025949
bgc1d_iteration - cost : 0.0025689
bgc1d_iteration - cost : 0.0023568
bgc1d_iteration - cost : 11.727
bgc1d_iteration - cost : 0.047586
bgc1d_iteration - cost : 0.0024952
bgc1d_iteration - cost : 0.0025432
bgc1d_iteration - cost : 0.19033
bgc1d_iteration - cost : 0.0025382
bgc1d_iteration - cost : 0.0024214
bgc1d_iteration - cost : 0.24345
bgc1d_iteration - cost : 0.0025065
bgc1d_iteration - cost : 0.0025606
bgc1d_iteration - cost : 0.127
bgc1d_iteration - cost : 0.0025572
bgc1d_iteration - cost : 0.0023843
bgc1d_iteration - cost : 0.0051597
bgc1d_iteration - cost : 0.0124
bgc1d_iteration - cost : 0.17905
bgc1d_iteration - cost : 0.019984
bgc1d_iteration - cost : 0.077251
bgc1d_iteration - cost : 0.0053587
bgc1d_iteration - cost : 0.62763
bgc1d_iteration - cost : 0.0065821
bgc1d_iteration - cost : 0.0024988
bgc1d_iteration - cost : 0.011477
bgc1d_iteration - cost : 0.0024067
bgc1d_iteration - cost : 0.0025224
bgc1d_iteration - cost : 0.002281
bgc1d_iteration - cost : 0.0036111
bgc1d_iteration - cost : 0.023749
bgc1d_iteration - cost : 0.0025803
bgc1d_iteration - cost : 0.0024253
bgc1d_iteration - cost : 0.0025381
bgc1d_iteration - cost : 0.0025385
bgc1d_iteration - cost : 0.0081447
bgc1d_iteration - cost : 0.0024091
bgc1d_iteration - cost : 0.0033174
bgc1d_iteration - cost : 0.0024393
bgc1d_iteration - cost : 0.074578
bgc1d_iteration - cost : 0.0025851
bgc1d_iteration - cost : 0.0043517
bgc1d_iteration - cost : 0.0024642
bgc1d_iteration - cost : 0.0026158
bgc1d_iteration - cost : 0.0024932
bgc1d_iteration - cost : 0.0059342
bgc1d_iteration - cost : 0.0042599
bgc1d_iteration - cost : 0.00251
bgc1d_iteration - cost : 0.05559
bgc1d_iteration - cost : 0.0025205
bgc1d_iteration - cost : 0.0030899
bgc1d_iteration - cost : 0.0024274
bgc1d_iteration - cost : 0.0025126
bgc1d_iteration - cost : 0.0025404
bgc1d_iteration - cost : 0.0039539
bgc1d_iteration - cost : 0.0024281
bgc1d_iteration - cost : 0.0034723
bgc1d_iteration - cost : 0.0025445
bgc1d_iteration - cost : 0.0065293
bgc1d_iteration - cost : 0.002507
bgc1d_iteration - cost : 0.0024093
bgc1d_iteration - cost : 0.0025094
bgc1d_iteration - cost : 0.0025302
bgc1d_iteration - cost : 0.0025801
bgc1d_iteration - cost : 0.0024986
