
                            < M A T L A B (R) >
                  Copyright 1984-2019 The MathWorks, Inc.
              R2019b Update 3 (9.7.0.1261785) 64-bit (glnxa64)
                             November 27, 2019

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> 
OptCase =

    'Optimmay4'

>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 13).
>> >> >> >> >> >> >> >> bgc1d_iteration - cost : 0.036089
  n=22: (6,13)-CMA-ES(w=[38 25 17 11 7 3]%, mu_eff=4.0) on function bgc1d_fc2minimize_cmaes_parallel
bgc1d_iteration - cost : 0.0367
bgc1d_iteration - cost : 0.036088
bgc1d_iteration - cost : 0.17417
bgc1d_iteration - cost : 0.036136
bgc1d_iteration - cost : 0.035941
bgc1d_iteration - cost : 0.036117
bgc1d_iteration - cost : 0.033224
bgc1d_iteration - cost : 0.036528
bgc1d_iteration - cost : 0.49247
bgc1d_iteration - cost : 0.036117
bgc1d_iteration - cost : 0.044869
bgc1d_iteration - cost : 0.035249
bgc1d_iteration - cost : 0.036197
Iterat, #Fevals:   Function Value    (median,worst) |Axis Ratio|idx:Min SD idx:Max SD
    1 ,     14 : 3.3224160347903e-02 +(3e-03,5e-01) | 1.05e+00 | 14:2.7e-01  6:2.8e-01
bgc1d_iteration - cost : 0.23325
bgc1d_iteration - cost : 0.033047
bgc1d_iteration - cost : 0.021032
bgc1d_iteration - cost : 0.067664
bgc1d_iteration - cost : 0.041388
bgc1d_iteration - cost : 0.036113
bgc1d_iteration - cost : 0.036101
bgc1d_iteration - cost : 0.04172
bgc1d_iteration - cost : 0.069785
bgc1d_iteration - cost : 0.024004
bgc1d_iteration - cost : 0.033657
bgc1d_iteration - cost : 60.5818
bgc1d_iteration - cost : 0.033558
    2 ,     27 : 2.1032015394590e-02 +(2e-02,6e+01) | 1.07e+00 | 14:2.6e-01  2:2.7e-01
bgc1d_iteration - cost : 0.035858
bgc1d_iteration - cost : 0.03586
